name,id,lat,lon,number,min_rail,min_rail_distance,min_park,min_park_distance,min_pier,min_pier_distance,population_density,intercept,min_rail_distance_estimate,min_park_distance_estimate,min_pier_distance_estimate,population_density_estimate,localR2
"Malet Street, Bloomsbury",12,51.52168078,-0.130431727,28.0,Euston_diatance,830.0,Lincoln's Inn Fields West_distance,1074.0,Embankment Pier_diatance,1752.0,12381.0,-0.19380719677298522,-0.065925557476896,0.12617794066297466,-0.13206689381110318,0.010302042311882892,0.2007193005368316
"Scala Street, Fitzrovia",13,51.51991453,-0.136039674,5.0,Euston_diatance,983.0,The Regent's Park St. Andrew's Gate_distance,913.0,Embankment Pier_diatance,1762.0,19918.0,-0.20080470943934223,0.030201954401237144,-0.08596298892549493,-0.056916648936383436,-0.005135007981447958,0.14969170290022574
"Belgrove Street , King's Cross",14,51.52994371,-0.123616824,46.0,St Pancras_diatance,236.0,The Regent's Park Chester Gate_distance,1565.0,Embankment Pier_diatance,2559.0,20725.0,-0.18610752775738268,-0.0019293825780051649,0.04513393805996345,0.007382652505051129,-0.023609510839281207,0.12410410960098384
"Great Russell Street, Bloomsbury",15,51.51772703,-0.127854211,9.0,Charing Cross_diatance,1184.0,Lincoln's Inn Fields West_distance,713.0,Embankment Pier_diatance,1278.0,5482.0,-0.23808756784949725,-0.15456345784655817,0.1912005739376129,-0.21161324698773015,-0.00278599171018202,0.45104393293152795
"Cartwright Gardens , Bloomsbury",16,51.52635795,-0.125979294,22.0,St Pancras_diatance,561.0,Lincoln's Inn Fields West_distance,1285.0,Embankment Pier_diatance,2179.0,17800.0,-0.14091533597485836,0.023205707337950895,0.13188397725746323,-0.05759751637029856,-0.013414594011792737,0.14248774135232495
"Hatton Wall, Holborn",17,51.5216612,-0.109006325,12.0,Blackfriars_diatance,1193.0,Lincoln's Inn Fields South_distance,833.0,Blackfriars Pier_diatance,1349.0,17909.0,-0.19443624264121026,0.03779983963289219,0.0869584815851109,-0.056465569854186166,0.042569327005971144,0.2447070234754189
"Drury Lane, Covent Garden",18,51.51477076,-0.12221963,20.0,Charing Cross_diatance,811.0,Lincoln's Inn Fields West_distance,322.0,Embankment Pier_diatance,869.0,14982.0,-0.24797278158821204,-0.28183207809518634,0.1726874102396533,-0.050184265982489186,-0.0015770783323557722,0.7196200249259591
"Taviton Street, Bloomsbury",19,51.52505093,-0.131161087,15.0,Euston_diatance,467.0,The Regent's Park St. Andrew's Gate_distance,1022.0,Embankment Pier_diatance,2122.0,17263.0,-0.1287219625726692,0.047789252996762684,0.0904766780323052,-0.01503651492993599,0.01091485360409004,0.1521688492569531
"Drummond Street , Euston",20,51.527326,-0.13605286,12.0,Euston_diatance,187.0,The Regent's Park Chester Gate_distance,685.0,Embankment Pier_diatance,2481.0,6943.0,-0.15054820406098868,0.09512011436562412,-0.06954641511101088,0.029491359220820985,0.011754803536976811,0.1845691555754711
"Lansdowne Drive, Hackney Central",21,51.539834,-0.062806212,9.0,Liverpool Street_diatance,2715.0,Victoria Park St Agnes Gate_diatance,884.0,Tower Millennium Pier_diatance,3788.0,17789.0,-0.08828422881797472,-0.10066565970332819,-0.1806113295420364,0.06610591516593824,0.035497781464453385,0.2896257264672951
"Northington Street , Holborn",22,51.5222641,-0.114079481,11.0,Kings Cross_diatance,1295.0,Lincoln's Inn Fields South_distance,750.0,Blackfriars Pier_diatance,1582.0,17644.0,-0.17698570270128663,0.0600523172762401,0.11801691992787149,-0.06469152493410889,0.008575679653167257,0.2011726989950392
"Red Lion Square, Holborn",23,51.51943538,-0.119123345,9.0,Charing Cross_diatance,1355.0,Lincoln's Inn Fields West_distance,397.0,Festival Pier_diatance,1386.0,5611.0,-0.144612186514255,0.03503495419800494,0.20299815030036517,-0.16419844436492687,0.01013396216852109,0.3502893115923466
"British Museum, Bloomsbury",24,51.51908011,-0.124678402,18.0,Euston_diatance,1267.0,Lincoln's Inn Fields West_distance,582.0,Embankment Pier_diatance,1365.0,5482.0,-0.14685198840136035,-0.035831245516985744,0.2153828113467699,-0.16059136029215804,0.0054666509427203965,0.402911907877331
"Doric Way , Somers Town",25,51.5288338,-0.132250369,16.0,Euston_diatance,156.0,The Regent's Park Chester Gate_distance,956.0,Embankment Pier_diatance,2545.0,13495.0,-0.10654279962795367,0.09302333195058986,0.06778634622513871,0.028813798721322233,6.597686677420331e-05,0.14110946526223578
"Ampton Street , Clerkenwell",26,51.52728093,-0.11829517,15.0,Kings Cross_diatance,666.0,Lincoln's Inn Fields West_distance,1262.0,Blackfriars Pier_diatance,2208.0,33409.0,-0.25875999494805796,-0.10358618646319044,0.021514059117764488,-0.036746682543225516,-0.0219184488575801,0.07401247627701106
"Bouverie Street, Temple",27,51.51382102,-0.107927706,8.0,Blackfriars_diatance,421.0,Lincoln's Inn Fields South_distance,607.0,Blackfriars Pier_diatance,600.0,2733.0,-0.18900914243566605,0.1334757366775319,0.10973922333525885,-0.1426245697944475,0.030595738036712394,0.20748895197451184
"Bolsover Street, Fitzrovia",28,51.52351808,-0.143613641,25.0,Euston_diatance,854.0,The Regent's Park St. Andrew's Gate_distance,259.0,Embankment Pier_diatance,2400.0,26160.0,-0.3569847195668724,0.10845991978031626,-0.33813697779291424,0.11718552456002798,-0.07410852979459978,0.4891577327498464
"Hereford Road, Bayswater",29,51.513735,-0.193487,27.0,Paddington_diatance,1207.0,Kensington Gardens Black Lion Gate_diatance,564.0,Cadogan Pier_diatance,3915.0,24552.0,-4.274520475219678,-0.32155853763797176,-2.426446487225,2.0242549203757445,-0.8946538371049882,0.4367832503393494
"Windsor Terrace, Hoxton",30,51.52915444,-0.093421615,25.0,Liverpool Street_diatance,1428.0,Lincoln's Inn Fields South_distance,2177.0,Blackfriars Pier_diatance,2126.0,24596.0,-0.18468845364724387,0.43457142811891525,0.21410799727636234,-0.2449113560172087,-0.03638781128758343,0.3995885285743956
"Fanshaw Street, Hoxton",31,51.52953709,-0.083353323,20.0,Liverpool Street_diatance,1231.0,Victoria Park St Agnes Gate_diatance,2348.0,Blackfriars Pier_diatance,2430.0,17320.0,-0.10171780571274297,0.28283052561956035,0.10152913535405195,-0.12303455953693766,-0.02364029252291903,0.2195324562815899
"Leonard Circus , Shoreditch",32,51.52469624,-0.084439283,34.0,Liverpool Street_diatance,711.0,Lincoln's Inn Fields South_distance,2416.0,Blackfriars Pier_diatance,1938.0,6784.0,-0.15723512281906774,0.15959306434213755,0.07885519977304496,-0.03651535249770417,-0.01795502071424251,0.11330817148534893
"Pancras Road, King's Cross",34,51.5341235,-0.129386874,9.0,St Pancras_diatance,379.0,The Regent's Park Chester Gate_distance,1351.0,Embankment Pier_diatance,3069.0,6945.0,-0.09535312872294709,0.08907970965326875,0.08451634704673366,-0.004702917730813336,-0.028784174953936988,0.107488191707777
"De Vere Gardens, Kensington",36,51.50173726,-0.184980612,20.0,Paddington_diatance,1797.0,Kensington Gardens Palace Gate_diatance,51.0,Cadogan Pier_diatance,2465.0,14798.0,0.4012243740837347,-0.8262151546444788,-0.4111018873321703,0.1857823046689174,-0.47562948619111384,0.41936879891239576
"Penywern Road, Earl's Court",37,51.49159394,-0.192369256,16.0,Paddington_diatance,3032.0,Holland Park Ilchester Gate_diatance,1253.0,Cadogan Pier_diatance,2047.0,24684.0,-0.06659074481678257,0.05774043800434728,-0.2949898361857379,-0.3368054724386934,-0.16115106704279286,0.11613786073183241
"Abingdon Villas, Kensington",38,51.4973875,-0.197245586,9.0,Paddington_diatance,2605.0,Holland Park Ilchester Gate_diatance,541.0,Cadogan Pier_diatance,2681.0,14743.0,0.36361208953855645,-0.31780005409918277,-0.20915689249820357,-0.32068289661940447,-0.06966851258723666,0.21116695036933447
"Shoreditch High Street, Shoreditch",39,51.5263778,-0.078130921,37.0,Liverpool Street_diatance,914.0,Victoria Park St Agnes Gate_diatance,2168.0,Tower Millennium Pier_diatance,2125.0,13333.0,-0.13150598309431505,-0.008507578851688083,-0.009429641189018768,0.02522268173080093,0.013433054252587551,0.025330158161696776
"Commercial Street, Shoreditch",40,51.52127071,-0.0755789,6.0,Liverpool Street_diatance,535.0,Victoria Park Bonner Gate_diatance,2307.0,Tower Millennium Pier_diatance,1573.0,16990.0,-0.06631954693338286,0.03830186959571127,-0.02940580139777476,-0.0911903063492937,0.04548351781454863,0.1069641699510142
"Pindar Street, Liverpool Street",41,51.520955,-0.083493552,12.0,Liverpool Street_diatance,294.0,Lincoln's Inn Fields South_distance,2338.0,Tower Millennium Pier_diatance,1554.0,6784.0,-0.15399177139520306,0.08572014412927507,0.04002718272897139,-0.02337290093491219,-0.003377860062925531,0.034663130768313045
"Wenlock Road , Hoxton",42,51.53099181,-0.093903825,29.0,Liverpool Street_diatance,1618.0,Lincoln's Inn Fields South_distance,2300.0,Blackfriars Pier_diatance,2317.0,24596.0,-0.18442614567912627,0.4396342119092477,0.2121219991900843,-0.22508437823138044,-0.036482677447753756,0.41539553090284176
"Crawford Street, Marylebone",43,51.52026,-0.157183945,18.0,Marylebone_diatance,512.0,The Regent's Park Clarence Gate_distance,503.0,Embankment Pier_diatance,2887.0,23675.0,-1.4295576074434133,0.7670709109621329,-1.5461544817836543,0.9029171277499268,-0.3677184774163039,0.6720868550655564
"Bruton Street, Mayfair",44,51.51073687,-0.144165239,16.0,Charing Cross_diatance,1502.0,Green Park Devonshire Gates_diatance,567.0,Embankment Pier_diatance,1634.0,2938.0,-1.1938776697867053,-1.9803566391606262,-0.2552048514957883,1.271524397334473,-0.7121073798953081,0.29998648133782874
"Boston Place, Marylebone",45,51.522511,-0.162298,18.0,Marylebone_diatance,82.0,The Regent's Park Clarence Gate_distance,375.0,Embankment Pier_diatance,3319.0,20491.0,-0.6709442282291413,0.1465808268639254,-1.157689908860595,-0.05339384093677805,-0.19251385652704198,0.6553850433336648
"Nesham Street, Wapping",46,51.507131,-0.06691,30.0,Fenchurch Street_diatance,920.0,Mile End Park Football Pitch_diatance,2560.0,Tower Bridge Quay_diatance,475.0,7364.0,-0.07930009381063824,-0.11263936522193016,-0.16252972853858466,-0.2550854777750262,-0.0039416751778630415,0.2955796979384103
"Warwick Avenue Station, Maida Vale",47,51.52334476,-0.183846408,36.0,Paddington_diatance,844.0,The Regent's Park Hanover Gate_distance,1379.0,Cadogan Pier_diatance,4664.0,13908.0,2.084797357113542,1.0783756270619853,-0.6612174662853705,-0.7631391230799315,-0.36370413145512787,0.4375268968741375
"Godliman Street, St. Paul's",48,51.51248445,-0.099141408,23.0,Blackfriars_diatance,285.0,Lincoln's Inn Fields South_distance,1231.0,Blackfriars Pier_diatance,242.0,1021.0,-0.19098367518213852,0.2596230967373781,0.10093160413513905,-0.2409685174262064,0.011062346086455628,0.22876784549272747
"Curzon Street, Mayfair",49,51.50706909,-0.145904427,8.0,Victoria_diatance,1167.0,Green Park Devonshire Gates_diatance,180.0,Westminster Pier_diatance,1683.0,4530.0,-2.473887884910369,-1.9493417532547117,-1.3188663528631328,3.084335511114864,-1.3058263750243528,0.3159239347726987
"East Road, Hoxton",50,51.52867339,-0.087459376,19.0,Liverpool Street_diatance,1195.0,Lincoln's Inn Fields South_distance,2460.0,Blackfriars Pier_diatance,2214.0,52750.0,-0.1544240299771489,0.35857820096965853,0.1652804350836515,-0.15802268532172759,-0.03727573589896206,0.3247777370510897
"Finsbury Library , Finsbury",51,51.52671796,-0.104298194,48.0,Kings Cross_diatance,1458.0,Lincoln's Inn Fields South_distance,1481.0,Blackfriars Pier_diatance,1805.0,30164.0,-0.18643002719326707,0.09169025411749784,0.08214218571211453,-0.08157730745430801,0.03591005985332358,0.21258938998328925
"Roscoe Street, St. Luke's",52,51.52295439,-0.094934859,22.0,Liverpool Street_diatance,1029.0,Lincoln's Inn Fields South_distance,1680.0,Blackfriars Pier_diatance,1433.0,19126.0,-0.16261066808086702,0.342859603305447,0.1534799832299642,-0.21226817800223396,-0.02493297028683595,0.28967062422535106
"Grafton Street, Mayfair",53,51.5099923,-0.143495266,5.0,Charing Cross_diatance,1438.0,Green Park Devonshire Gates_diatance,490.0,Embankment Pier_diatance,1570.0,2938.0,-1.0921625770559065,-1.981523990340659,-0.17778348069960007,1.422845338321446,-0.68291892251799,0.29226355972334195
"Golden Lane, Barbican",54,51.52174785,-0.094475072,3.0,Liverpool Street_diatance,942.0,Lincoln's Inn Fields South_distance,1649.0,Blackfriars Pier_diatance,1316.0,32149.0,-0.15450452845218438,0.3324283330319331,0.14096841147758787,-0.20008297983620738,-0.02645488759030859,0.2594904331214513
"Finsbury Circus, Liverpool Street",55,51.51707521,-0.086685542,20.0,Liverpool Street_diatance,367.0,Lincoln's Inn Fields South_distance,2048.0,London Bridge City Pier_diatance,1137.0,1021.0,-0.21081148774595915,0.15456449592472363,0.08819333740620375,-0.1304968258609997,-0.012560149992937975,0.15542923338294148
"Paddington Street, Marylebone",56,51.52058381,-0.154701411,14.0,Marylebone_diatance,639.0,The Regent's Park York Gate_distance,461.0,Embankment Pier_diatance,2760.0,23675.0,-1.3281667040921261,0.9319421108717583,-1.3645491541527472,1.0948293336544046,-0.3545030163196027,0.6518923211069501
"Guilford Street , Bloomsbury",57,51.52334672,-0.120202614,16.0,St Pancras_diatance,984.0,Lincoln's Inn Fields West_distance,839.0,Embankment Pier_diatance,1822.0,23833.0,-0.19660811769718708,-0.01873143158697021,0.10860499373460707,-0.06448503303680371,-0.0018743945622728252,0.20630544778501134
"New Inn Yard, Shoreditch",58,51.52452699,-0.079248081,24.0,Liverpool Street_diatance,695.0,Victoria Park Bonner Gate_diatance,2334.0,Tower Millennium Pier_diatance,1919.0,6784.0,-0.11556643628835257,-0.019724550920654078,-0.029771412555334234,0.02200478368268408,0.015447061152112071,0.009043892901168991
"Lisson Grove, St. John's Wood",60,51.52644828,-0.172190727,6.0,Marylebone_diatance,737.0,The Regent's Park Hanover Gate_distance,502.0,Embankment Pier_diatance,4132.0,27036.0,0.5023991296681699,0.28168617216620134,-0.2453728717762509,-0.27948356966335114,-0.08550705277425805,0.2752084784146902
"Great Dover Street, The Borough",61,51.49738251,-0.089446947,15.0,London Bridge_diatance,930.0,Geraldine Mary Harmsworth Park East_diatance,1159.0,London Bridge City Pier_diatance,1112.0,36858.0,-0.0172700477141398,-0.11613930884886352,0.17176641877624907,0.16976007802920898,-0.0073301564474550305,0.2439954291407981
"Cotton Garden Estate, Kennington",62,51.4907579,-0.106323685,7.0,Vauxhall_diatance,1268.0,Geraldine Mary Harmsworth Park East_diatance,586.0,Millbank Millennium Pier_diatance,1277.0,19750.0,-0.07894430843609594,0.14625879286348237,0.08300899162860623,-0.10026466892284694,0.009740095849520871,0.16774952902766577
"Murray Grove , Hoxton",63,51.53089041,-0.089782579,28.0,Liverpool Street_diatance,1482.0,Lincoln's Inn Fields South_distance,2492.0,Blackfriars Pier_diatance,2383.0,24596.0,-0.16299670690148338,0.4156250285057415,0.1874407911217751,-0.18246641111513046,-0.042015172180324634,0.39375874744166467
"William IV Street, Strand",64,51.50946212,-0.124749274,36.0,Charing Cross_diatance,246.0,St. James's Park Waterloo Place Gate_distance,621.0,Embankment Pier_diatance,363.0,5614.0,-0.5612989488502051,-0.10268937815085438,-0.06045012156109583,-0.3727531007235882,-0.03273570453065511,0.7456935784068762
"Gower Place , Euston",65,51.52522753,-0.13518856,8.0,Euston_diatance,389.0,The Regent's Park St. Andrew's Gate_distance,743.0,Embankment Pier_diatance,2244.0,11192.0,-0.13874342444565746,0.10101086597303154,-0.05470677240602478,0.026763688759171653,0.009313156802151267,0.1799726946907102
"Holborn Circus, Holborn",66,51.51795029,-0.108657431,10.0,Blackfriars_diatance,807.0,Lincoln's Inn Fields South_distance,581.0,Blackfriars Pier_diatance,974.0,31587.0,-0.17879506242386378,0.04213822318867798,0.10239348143649743,-0.047592292928682986,0.0370727089624978,0.26100400750807307
"Hatton Garden, Holborn",67,51.51882555,-0.108028472,25.0,Blackfriars_diatance,876.0,Lincoln's Inn Fields South_distance,666.0,Blackfriars Pier_diatance,1036.0,17909.0,-0.18365384436735108,0.01890536257871822,0.10141041593455466,-0.03637677320824383,0.0416564747879217,0.28324709623118416
"Theobald's Road , Holborn",68,51.52059681,-0.116688468,6.0,St Pancras_diatance,1366.0,Lincoln's Inn Fields West_distance,526.0,Festival Pier_diatance,1514.0,5611.0,-0.16993954724303204,0.03609999609049341,0.15599670716876252,-0.11465585224835796,0.008568881064064667,0.2644619774774948
"Euston Road, Euston",69,51.5262363,-0.134407652,2.0,Euston_diatance,274.0,The Regent's Park St. Andrew's Gate_distance,803.0,Embankment Pier_diatance,2325.0,6943.0,-0.129889399948336,0.09551457230896895,-0.019600031230436524,0.03410151363247876,0.011838123678869657,0.17297556585986643
"Calshot Street , King's Cross",70,51.53136059,-0.117069978,17.0,Kings Cross_diatance,446.0,Lincoln's Inn Fields West_distance,1716.0,Blackfriars Pier_diatance,2562.0,18269.0,-0.21540410523984213,-0.0428432445606525,-0.027986939080033968,0.0443031816430797,-0.03777279821435112,0.06875920735480555
"Newgate Street , St. Paul's",71,51.5154186,-0.098850915,28.0,Blackfriars_diatance,513.0,Lincoln's Inn Fields South_distance,1200.0,Blackfriars Pier_diatance,553.0,1021.0,-0.1903108881905206,0.3570445324275213,0.10810895480170551,-0.30931117491513077,-0.00032341233069014185,0.24350767182104996
"Farringdon Lane, Clerkenwell",72,51.52352001,-0.108340165,10.0,Blackfriars_diatance,1376.0,Lincoln's Inn Fields South_distance,1030.0,Blackfriars Pier_diatance,1523.0,10379.0,-0.20312680227861085,0.04025883617697549,0.07447392241478987,-0.07227198089800958,0.04826076426645306,0.19141006416060916
"Old Street Station, St. Luke's",73,51.52548,-0.089659871,22.0,Liverpool Street_diatance,944.0,Lincoln's Inn Fields South_distance,2137.0,Blackfriars Pier_diatance,1828.0,7965.0,-0.17403475861032316,0.38545267131857763,0.18920799611509825,-0.21076607094647787,-0.03882229262215997,0.31252118137291435
"Vauxhall Cross, Vauxhall",74,51.48591714,-0.124469948,34.0,Vauxhall_diatance,109.0,Geraldine Mary Harmsworth Park West_diatance,1433.0,St. George Wharf_diatance,198.0,48800.0,-0.1507025857088591,-0.0058828349605195,-0.030168497053209516,-0.01658241979815589,0.019716730449050056,0.16784263247964407
"Torrens Street, Angel",75,51.53219984,-0.105480698,8.0,Kings Cross_diatance,1233.0,Lincoln's Inn Fields South_distance,1984.0,Blackfriars Pier_diatance,2420.0,18101.0,-0.16758958505464455,0.15361611980816126,0.10077666791069745,-0.07816473152335648,0.015607348105530838,0.2759953102754512
"Longford Street, The Regent's Park",76,51.52559505,-0.144083893,32.0,Euston_diatance,748.0,The Regent's Park St. Andrew's Gate_distance,130.0,Embankment Pier_diatance,2601.0,4780.0,-0.41036778137407887,0.13172997033850134,-0.4361115752921033,0.11386098663401086,-0.09134766819708974,0.5869192511826702
"Russell Square Station, Bloomsbury",77,51.52341837,-0.124121774,21.0,St Pancras_diatance,898.0,Lincoln's Inn Fields West_distance,935.0,Embankment Pier_diatance,1838.0,30478.0,-0.16651783529084416,-0.02959353335962659,0.1777885544658341,-0.14341901429571993,-0.005557931617391529,0.18313202945859108
"Sadlers Sports Centre, Finsbury",78,51.52486887,-0.099489485,13.0,Liverpool Street_diatance,1408.0,Lincoln's Inn Fields South_distance,1545.0,Blackfriars Pier_diatance,1588.0,32680.0,-0.16928911835937366,0.14351709024452378,0.09656224610556191,-0.08559795524420057,0.012797301187013348,0.2975079213474927
"Arundel Street, Temple",79,51.511726,-0.11385596,3.0,Blackfriars_diatance,751.0,Lincoln's Inn Fields South_distance,465.0,Festival Pier_diatance,592.0,2977.0,-0.3181674468968685,0.032652844000940894,0.10696734586086105,-0.1913946609841044,-0.00992375003123144,0.40893120011772255
"Webber Street , Southwark",80,51.50069361,-0.102091246,21.0,Waterloo East_diatance,671.0,Geraldine Mary Harmsworth Park East_diatance,587.0,Bankside Pier_diatance,970.0,11382.0,0.02713993526455121,-0.013116144371658683,0.15030664900875462,0.15653341649294927,-0.0009489031859143883,0.17547306774983487
"Great Titchfield Street, Fitzrovia",81,51.52025302,-0.141327271,17.0,Euston_diatance,1051.0,The Regent's Park St. Andrew's Gate_distance,650.0,Embankment Pier_diatance,2023.0,10022.0,-0.2372220385149253,0.04646511901102947,-0.13781920521224245,0.022526007540511532,-0.016362144211195844,-0.02053603494715076
"Chancery Lane, Holborn",82,51.514274,-0.111257,16.0,Blackfriars_diatance,644.0,Lincoln's Inn Fields South_distance,374.0,Blackfriars Pier_diatance,821.0,2977.0,-0.23101862710101034,0.13770241177221393,0.10441472753467873,-0.1950654889554338,0.02483770447030454,0.2655414781256127
"Panton Street, West End",83,51.50963938,-0.131510949,35.0,Charing Cross_diatance,629.0,St. James's Park Waterloo Place Gate_distance,450.0,Embankment Pier_diatance,764.0,5614.0,-0.3969092508246747,0.022183939042386552,-0.18012542099731726,-0.3119082230855518,-0.04690986472372024,0.6137746359538756
"Breams Buildings, Holborn",84,51.51593725,-0.111778348,7.0,Blackfriars_diatance,776.0,Lincoln's Inn Fields South_distance,307.0,Blackfriars Pier_diatance,955.0,2733.0,-0.2175053527242897,0.10625078661102372,0.1014418276897123,-0.15211858184642055,0.02576134353348896,0.23672790344438646
"Tanner Street, Bermondsey",85,51.50064702,-0.078600401,48.0,London Bridge_diatance,686.0,Geraldine Mary Harmsworth Park East_diatance,1968.0,Tower Bridge Quay_diatance,689.0,14036.0,-0.24076241577930568,-0.023611664692232553,-0.06855956120748057,-0.3172770764760538,-0.012171949320028318,0.2505639103417636
"Sancroft Street, Vauxhall",86,51.48947903,-0.115156562,10.0,Vauxhall_diatance,668.0,Geraldine Mary Harmsworth Park West_diatance,743.0,Millbank Millennium Pier_diatance,708.0,19457.0,-0.21153364309724737,0.10583664602018565,0.0272383208460492,-0.18748229695894505,0.023472976271511136,0.18944990372065798
"Devonshire Square, Liverpool Street",87,51.51646835,-0.079684557,15.0,Liverpool Street_diatance,273.0,Lincoln's Inn Fields South_distance,2528.0,Tower Millennium Pier_diatance,1024.0,1021.0,0.008556595295568035,0.2005842835861044,0.0018704255652275993,-0.17835127434042225,0.051130185507551884,0.23517767186729974
"Bayley Street , Bloomsbury",88,51.51858757,-0.132053392,22.0,Euston_diatance,1137.0,Lincoln's Inn Fields West_distance,1019.0,Embankment Pier_diatance,1489.0,12381.0,-0.24242116381612436,-0.10161395614141124,0.05388374596499658,-0.16102121739219555,-0.019196314793772856,0.3039394424359079
"Tavistock Place, Bloomsbury",89,51.5262503,-0.123509611,20.0,St Pancras_diatance,600.0,Lincoln's Inn Fields West_distance,1210.0,Embankment Pier_diatance,2148.0,19753.0,-0.18653660765437424,-0.030951170548404603,0.1125524907349374,-0.07910009624464828,-0.014197096887945813,0.1389552244210463
"Harrington Square 1, Camden Town",90,51.53301907,-0.139174593,7.0,Euston_diatance,579.0,The Regent's Park Chester Gate_distance,756.0,Embankment Pier_diatance,3148.0,15115.0,-0.2286389978519862,0.0628954368599169,-0.16564053626256192,0.0680206622777257,-0.015581540981410397,0.49634592017335366
"Walnut Tree Walk, Vauxhall",91,51.49368637,-0.111014912,18.0,Waterloo_diatance,1058.0,Geraldine Mary Harmsworth Park West_diatance,210.0,Millbank Millennium Pier_diatance,971.0,17675.0,-0.10379431320283483,0.16413431527095942,0.09165322874572679,-0.1678787214877124,0.00035175813285939154,0.19964068028514478
"Borough Road, Elephant & Castle",92,51.49889832,-0.100440521,14.0,Waterloo East_diatance,884.0,Geraldine Mary Harmsworth Park East_diatance,502.0,Bankside Pier_diatance,1126.0,12715.0,-0.024061456799696165,-0.06296606676723697,0.13492129195711916,0.1442386268367606,0.00666022872106677,0.16496840442984714
"Cloudesley Road, Angel",93,51.53440868,-0.109025404,22.0,Kings Cross_diatance,1012.0,Lincoln's Inn Fields South_distance,2144.0,Blackfriars Pier_diatance,2704.0,22945.0,-0.1435777998940104,0.13732288220793684,0.025998929617535044,0.01755485110577469,-0.0010117750559647963,0.1920093618430723
"Bricklayers Arms, Borough",94,51.49506109,-0.085814489,28.0,London Bridge_diatance,1140.0,Geraldine Mary Harmsworth Park East_diatance,1405.0,London Bridge City Pier_diatance,1322.0,22671.0,-0.024464621741231204,-0.21514814807998284,0.15040782602070685,0.22740736888757632,-0.018117662245311472,0.24062977208643385
"Aldersgate Street, Barbican",95,51.5208417,-0.097340162,22.0,Blackfriars_diatance,1100.0,Lincoln's Inn Fields South_distance,1426.0,Blackfriars Pier_diatance,1164.0,13475.0,-0.17275525929046548,0.26868769180438823,0.11078270036286836,-0.20160672690831247,-0.0031111908595403558,0.24734423245287976
